整理番号,調達機関名,調達機関所在地,調達件名,契約年月日,契約相手方名称,契約相手方所在地,法人番号,落札金額
GOV-TX-013719,株式会社システムコンサルティング,東京都,調査研究委託費,2023-07-07,株式会社ベータ建設,東京都,1234567890123,7710000
GOV-TX-013720,株式会社ネットワーク研究所,東京都,セキュリティ監査業務,2024-07-13,株式会社フロンティアシステムズ,東京都,1234567890123,7400000
GOV-TX-013721,総務省,東京都,クラウド基盤提供サービス,2020-12-13,株式会社グローバルシステムズ,東京都,1234567890123,1400000
GOV-TX-013722,経済産業省,東京都,ソフトウェアライセンス更新,2022-08-09,株式会社IT研究所,東京都,1234567890123,1660000
GOV-TX-013723,防衛省,東京都,システム更改に伴う開発業務,2022-12-18,株式会社第一ソリューションズ,東京都,1234567890123,1420000
GOV-TX-013724,防衛省,東京都,ソフトウェアライセンス更新,2021-08-06,（株）グローバル開発,東京都,1234567890123,1360000
GOV-TX-013725,株式会社総合サービス,東京都,ソフトウェアライセンス更新,2025-01-10,NTTデータ,東京都,1234567890123,1020000
GOV-TX-013726,財務省,東京都,システム更改に伴う開発業務,2023-08-13,株式会社システム商事,東京都,1234567890123,1090000
GOV-TX-013727,内閣府,東京都,クラウド基盤提供サービス,2021-04-18,株式会社クリエイティブ商事,東京都,1234567890123,3170000
GOV-TX-013728,経済産業省,東京都,セキュリティ監査業務,2021-06-14,株式会社AI通信,東京都,1234567890123,1180000
GOV-TX-013729,株式会社テクノ通信,東京都,ヘルプデスク運営業務,2024-11-20,株式会社日本開発,東京都,1234567890123,2540000
GOV-TX-013730,外務省,東京都,セキュリティ監査業務,2024-08-11,株式会社総合建設,東京都,1234567890123,1140000
GOV-TX-013731,経済産業省,東京都,広報Webサイト制作,2024-02-24,株式会社AI開発,東京都,1234567890123,10090000
GOV-TX-013732,外務省,東京都,システム更改に伴う開発業務,2021-08-15,株式会社オメガ商事,東京都,1234567890123,1440000
GOV-TX-013733,文部科学省,東京都,AI実証実験システム構築,2021-08-25,株式会社ソリューション商事,東京都,1234567890123,2830000
GOV-TX-013734,財務省,東京都,システム更改に伴う開発業務,2020-07-23,株式会社大和ソリューションズ,東京都,1234567890123,1930000
GOV-TX-013735,総務省,東京都,セキュリティ監査業務,2023-05-05,株式会社グローバルシステムズ,東京都,1234567890123,3330000
GOV-TX-013736,内閣府,東京都,システム更改に伴う開発業務,2022-05-17,株式会社ソリューションソリューションズ,東京都,1234567890123,1810000
GOV-TX-013737,文部科学省,東京都,PC端末等の調達,2022-07-20,株式会社サイバーサービス,東京都,1234567890123,2540000
GOV-TX-013738,内閣府,東京都,ネットワーク機器調達,2025-01-07,株式会社IT建設,東京都,1234567890123,2480000
GOV-TX-013739,株式会社総合システムズ,東京都,データ分析支援業務,2025-01-02,株式会社ソリューションコンサルティング,東京都,1234567890123,1140000
GOV-TX-013740,経済産業省,東京都,ヘルプデスク運営業務,2023-03-31,株式会社テクノソリューションズ,東京都,1234567890123,2480000
GOV-TX-013741,文部科学省,東京都,調査研究委託費,2022-02-10,株式会社クラウドコンサルティング,東京都,1234567890123,2870000
GOV-TX-013742,厚生労働省,東京都,PC端末等の調達,2020-10-03,株式会社IT建設,東京都,1234567890123,2090000
GOV-TX-013743,内閣府,東京都,システム更改に伴う開発業務,2024-10-10,株式会社クリエイティブ開発,東京都,1234567890123,1260000
GOV-TX-013744,文部科学省,東京都,PC端末等の調達,2021-05-10,株式会社ソリューションサービス,東京都,1234567890123,1920000
GOV-TX-013745,総務省,東京都,基幹システム保守運用業務,2024-04-03,（株）第一コンサルティング,東京都,1234567890123,6500000
GOV-TX-013746,外務省,東京都,クラウド基盤提供サービス,2020-10-30,株式会社ソリューション商事,東京都,1234567890123,2480000
GOV-TX-013747,財務省,東京都,AI実証実験システム構築,2024-06-16,株式会社ネットワーク商事,東京都,1234567890123,1900000
GOV-TX-013748,外務省,東京都,ネットワーク機器調達,2021-05-15,株式会社クリエイティブコンサルティング,東京都,1234567890123,6600000
GOV-TX-013749,株式会社クラウドシステムズ,東京都,ヘルプデスク運営業務,2024-10-26,株式会社サイバー開発,東京都,1234567890123,3050000
GOV-TX-013750,株式会社データ開発,東京都,ネットワーク機器調達,2025-03-16,（株）アルファ通信,東京都,1234567890123,1190000
GOV-TX-013751,経済産業省,東京都,調査研究委託費,2022-10-01,株式会社総合開発,東京都,1234567890123,1040000
GOV-TX-013752,国土交通省,東京都,広報Webサイト制作,2022-08-17,株式会社AI通信,東京都,1234567890123,5910000
GOV-TX-013753,デジタル庁,東京都,ネットワーク機器調達,2020-07-07,株式会社データ通信,東京都,1234567890123,1060000
GOV-TX-013754,総務省,東京都,クラウド基盤提供サービス,2023-11-21,株式会社第一サービス,東京都,1234567890123,1430000
GOV-TX-013755,厚生労働省,東京都,広報Webサイト制作,2023-10-17,株式会社総合建設,東京都,1234567890123,3830000
GOV-TX-013756,デジタル庁,東京都,基幹システム保守運用業務,2023-08-27,株式会社第一ソリューションズ,東京都,1234567890123,1400000
GOV-TX-013757,株式会社シグマ開発,東京都,データ分析支援業務,2021-05-24,株式会社ITシステムズ,東京都,1234567890123,2450000
GOV-TX-013758,国土交通省,東京都,データ分析支援業務,2024-10-14,日本電気株式会社(NEC),東京都,1234567890123,1380000
GOV-TX-013759,厚生労働省,東京都,AI実証実験システム構築,2022-12-22,株式会社日本システムズ,東京都,1234567890123,1730000
GOV-TX-013760,デジタル庁,東京都,クラウド基盤提供サービス,2021-03-15,株式会社クリエイティブソリューションズ,東京都,1234567890123,1240000
GOV-TX-013761,国土交通省,東京都,ネットワーク機器調達,2023-10-21,株式会社オメガ商事,東京都,1234567890123,1940000
GOV-TX-013762,厚生労働省,東京都,データ分析支援業務,2023-03-01,株式会社日本コンサルティング,東京都,1234567890123,1020000
GOV-TX-013763,経済産業省,東京都,PC端末等の調達,2020-06-28,株式会社システムソリューションズ,東京都,1234567890123,2410000
GOV-TX-013764,経済産業省,東京都,クラウド基盤提供サービス,2020-05-03,株式会社日本システムズ,東京都,1234567890123,1040000
GOV-TX-013765,株式会社アルファソリューションズ,東京都,システム更改に伴う開発業務,2023-10-19,株式会社テクノ建設,東京都,1234567890123,1310000
GOV-TX-013766,株式会社大和システムズ,東京都,PC端末等の調達,2023-09-30,株式会社システムソリューションズ,東京都,1234567890123,1040000
GOV-TX-013767,防衛省,東京都,セキュリティ監査業務,2021-06-03,株式会社第一研究所,東京都,1234567890123,1150000
GOV-TX-013768,株式会社グローバル通信,東京都,PC端末等の調達,2021-09-23,（株）第一建設,東京都,1234567890123,1590000
GOV-TX-013769,株式会社総合サービス,東京都,システム更改に伴う開発業務,2022-10-23,株式会社IT研究所,東京都,1234567890123,1240000
GOV-TX-013770,総務省,東京都,データ分析支援業務,2023-04-16,株式会社データコンサルティング,東京都,1234567890123,1890000
GOV-TX-013771,防衛省,東京都,ヘルプデスク運営業務,2022-10-31,株式会社ソリューションサービス,東京都,1234567890123,1230000
GOV-TX-013772,文部科学省,東京都,基幹システム保守運用業務,2021-08-08,株式会社IT開発,東京都,1234567890123,3770000
GOV-TX-013773,株式会社ITサービス,東京都,クラウド基盤提供サービス,2021-06-09,（株）IT商事,東京都,1234567890123,1970000
GOV-TX-013774,文部科学省,東京都,セキュリティ監査業務,2023-01-03,株式会社テクノシステムズ,東京都,1234567890123,3370000
GOV-TX-013775,株式会社ソリューション建設,東京都,広報Webサイト制作,2024-09-18,株式会社AI建設,東京都,1234567890123,1290000
GOV-TX-013776,厚生労働省,東京都,PC端末等の調達,2021-10-07,株式会社アルファシステムズ,東京都,1234567890123,4770000
GOV-TX-013777,財務省,東京都,PC端末等の調達,2023-10-16,株式会社アルファシステムズ,東京都,1234567890123,5500000
GOV-TX-013778,株式会社システム開発,東京都,ヘルプデスク運営業務,2025-02-05,株式会社ソリューションコンサルティング,東京都,1234567890123,1060000
GOV-TX-013779,財務省,東京都,ソフトウェアライセンス更新,2024-04-17,株式会社システム商事,東京都,1234567890123,1180000
GOV-TX-013780,株式会社ソリューションサービス,東京都,ネットワーク機器調達,2025-02-21,株式会社システム研究所,東京都,1234567890123,1780000
GOV-TX-013781,デジタル庁,東京都,PC端末等の調達,2022-10-10,株式会社ソリューション通信,東京都,1234567890123,1090000
GOV-TX-013782,株式会社フロンティア開発,東京都,セキュリティ監査業務,2023-05-06,株式会社ソリューション建設,東京都,1234567890123,1750000
GOV-TX-013783,文部科学省,東京都,ネットワーク機器調達,2022-08-26,株式会社テクノ商事,東京都,1234567890123,4660000
GOV-TX-013784,文部科学省,東京都,ソフトウェアライセンス更新,2023-08-06,株式会社フロンティア建設,東京都,1234567890123,1630000
GOV-TX-013785,株式会社野村総合研究所(NRI),東京都,セキュリティ監査業務,2023-01-10,株式会社クラウド建設,東京都,1234567890123,1700000
GOV-TX-013786,国土交通省,東京都,PC端末等の調達,2021-11-27,株式会社アルファコンサルティング,東京都,1234567890123,1680000
GOV-TX-013787,株式会社サイバー開発,東京都,AI実証実験システム構築,2021-06-05,株式会社ベータコンサルティング,東京都,1234567890123,1060000
GOV-TX-013788,財務省,東京都,ヘルプデスク運営業務,2024-09-21,株式会社第一開発,東京都,1234567890123,1630000
GOV-TX-013789,総務省,東京都,PC端末等の調達,2021-02-18,株式会社大和商事,東京都,1234567890123,1260000
GOV-TX-013790,厚生労働省,東京都,AI実証実験システム構築,2023-01-30,株式会社第一研究所,東京都,1234567890123,1340000
GOV-TX-013791,国土交通省,東京都,AI実証実験システム構築,2023-03-03,株式会社テクノ商事,東京都,1234567890123,2260000
GOV-TX-013792,防衛省,東京都,ネットワーク機器調達,2023-08-11,株式会社フロンティアソリューションズ,東京都,1234567890123,1170000
GOV-TX-013793,厚生労働省,東京都,基幹システム保守運用業務,2022-02-15,株式会社データ商事,東京都,1234567890123,1000000
GOV-TX-013794,デジタル庁,東京都,システム更改に伴う開発業務,2023-06-23,株式会社ネットワークシステムズ,東京都,1234567890123,1690000
GOV-TX-013795,株式会社フロンティアシステムズ,東京都,調査研究委託費,2023-03-30,（株）フロンティアコンサルティング,東京都,1234567890123,1560000
GOV-TX-013796,文部科学省,東京都,ヘルプデスク運営業務,2023-11-25,株式会社システム建設,東京都,1234567890123,2480000
GOV-TX-013797,株式会社大和システムズ,東京都,基幹システム保守運用業務,2024-08-25,株式会社大和建設,東京都,1234567890123,1330000
GOV-TX-013798,経済産業省,東京都,セキュリティ監査業務,2022-07-09,（株）ITソリューションズ,東京都,1234567890123,1910000
GOV-TX-013799,株式会社大和建設,東京都,ヘルプデスク運営業務,2022-10-09,株式会社データシステムズ,東京都,1234567890123,1100000
